나이,지역,직업경력,경력년수,참여형식,플랫폼 실적,마케터 파워지수,등급,age,career,plat,region,parti
20대,대전,"자동차,건물",17~18년,전업,R7,58.5,A등급,22,17,61233,6,12.0
20대,경남,"전기,자동차,가공",17~18년,전업,R7,58.5,A등급,21,17,98582,6,12.0
50대,충북,"서비스업,건물",13~14년,전업,R6,58.5,A등급,54,13,41630,6,12.0
50대,광주,"자동차,화물,가공",7~8년,전업,R6,58.5,A등급,54,7,41497,6,12.0
20대,울산,"제품,개발,제조업,기계",9~10년,전업,R7,58.5,A등급,28,9,94980,6,12.0
50대,인천,"자동차,제품,개발,기계",15~16년,전업,R6,58.5,A등급,53,15,24650,6,12.0
50대,경남,"소프트웨어,운송업,의료",3~4년,전업,R6,58.5,A등급,57,3,13764,6,12.0
50대,경남,"통신,기타,화물",19년 이상,전업,R6,58.5,A등급,53,23,41223,6,12.0
50대,울산,"제품,개발,건물,가공",19년 이상,전업,R6,58.5,A등급,50,20,36011,6,12.0
50대,전체,"금속,자동차,육류",7~8년,전업,R2,58.5,A등급,56,7,60,20,12.0
50대,강원,"운송업,금속,서비스업",17~18년,전업,R6,58.5,A등급,50,17,16766,6,12.0
20대,광주,"기계,기타,건설업",3~4년,전업,R7,58.5,A등급,21,3,51962,6,12.0
20대,전남,"기타,육류,기계",19년 이상,전업,R7,58.5,A등급,25,20,51477,6,12.0
20대,충남,"도매,통신,육류",5~6년,전업,R7,58.5,A등급,23,5,65705,6,12.0
50대,광주,"전기,금속,건물",17~18년,전업,R6,58.5,A등급,55,17,12529,6,12.0
50대,전남,"금속,자동차,건물",9~10년,전업,R6,58.5,A등급,51,9,46063,6,12.0
50대,경남,"자동차,플라스틱,화물",19년 이상,전업,R6,58.5,A등급,51,24,28726,6,12.0
20대,충남,"금속,플라스틱,가공",7~8년,전업,R7,58.5,A등급,27,7,69825,6,12.0
20대,부산,"운송업,자동차,건설업",11~12년,전업,R7,58.5,A등급,22,11,96179,6,12.0
50대,충남,"통신,건물,의료",5~6년,전업,R6,58.5,A등급,56,5,19108,6,12.0
50대,인천,"기계,제조업,건설업",3~4년,전업,R6,58.5,A등급,58,3,48918,6,12.0
50대,경북,"자동차,금속,통신",9~10년,전업,R6,58.5,A등급,54,9,11860,6,12.0
50대,강원,"제품,개발,제조업,소프트웨어",3~4년,전업,R6,58.5,A등급,51,3,33654,6,12.0
50대,충북,"제품,개발,플라스틱,건설업",19년 이상,전업,R6,58.5,A등급,51,28,17006,6,12.0
50대,충북,"플라스틱,서비스업,제품,개발",15~16년,전업,R6,58.5,A등급,55,15,13887,6,12.0
50대,울산,"전기,제품,개발,제조업",9~10년,전업,R6,58.5,A등급,58,9,14304,6,12.0
50대,충남,"전기,화물,가공",3~4년,전업,R6,58.5,A등급,55,3,47879,6,12.0
50대,충북,"기타,건물,의료",17~18년,전업,R6,58.5,A등급,50,17,11276,6,12.0
20대,경남,"금속,화물,건설업",15~16년,전업,R7,58.5,A등급,26,15,83754,6,12.0
50대,경북,"운송업,서비스업",9~10년,전업,R6,58.5,A등급,58,9,32703,6,12.0
20대,대구,"도매,기타,가공",7~8년,전업,R7,58.5,A등급,22,7,72853,6,12.0
20대,경남,"금속,통신,가공",1~2년,전업,R7,58.5,A등급,27,1,66672,6,12.0
20대,부산,"운송업,통신,기계",19년 이상,전업,R7,58.5,A등급,25,26,75669,6,12.0
20대,인천,"자동차,통신,기계",1~2년,전업,R7,58.5,A등급,24,1,56540,6,12.0
20대,대전,"운송업,화물,서비스업",17~18년,전업,R7,58.5,A등급,21,17,75625,6,12.0
50대,전남,"자동차,건설업,가공",7~8년,전업,R6,58.5,A등급,54,7,39676,6,12.0
20대,전남,"운송업,자동차,가공",15~16년,전업,R7,58.5,A등급,22,15,97958,6,12.0
20대,충북,"통신,기타,서비스업",5~6년,전업,R7,58.5,A등급,22,5,61979,6,12.0
20대,전북,"도매,플라스틱,제조업",11~12년,전업,R7,58.5,A등급,20,11,90445,6,12.0
20대,전북,"플라스틱,기타,가공",9~10년,전업,R7,58.5,A등급,20,9,59564,6,12.0
50대,울산,"도매,운송업,자동차",11~12년,전업,R6,58.5,A등급,54,11,22812,6,12.0
20대,대구,"통신,건설업,육류",9~10년,전업,R7,58.5,A등급,21,9,91937,6,12.0
50대,전북,"전기,자동차,소프트웨어",13~14년,전업,R6,58.5,A등급,51,13,23801,6,12.0
20대,부산,"운송업,기타,가공",3~4년,전업,R7,58.5,A등급,21,3,93161,6,12.0
50대,전북,"전기,서비스업,도매",19년 이상,전업,R6,58.5,A등급,51,20,24813,6,12.0
50대,대전,"제조업,화물,건물",7~8년,전업,R6,58.5,A등급,55,7,15848,6,12.0
50대,전체,"건설업,금속,건물",3~4년,전업,R2,58.5,A등급,56,3,83,20,12.0
50대,전체,"운송업,통신,기계",15~16년,전업,R2,58.5,A등급,54,15,71,20,12.0
50대,전체,"통신,제조업,화물",17~18년,전업,R2,58.5,A등급,58,17,73,20,12.0
50대,전북,"플라스틱,제조업,건물",9~10년,전업,R6,58.5,A등급,52,9,10247,6,12.0
50대,충북,"금속,플라스틱,건설업",7~8년,전업,R6,58.5,A등급,55,7,41963,6,12.0
20대,대전,"금속,화물",1~2년,전업,R7,58.5,A등급,22,1,68750,6,12.0
20대,인천,"운송업,화물,건물",13~14년,전업,R7,58.5,A등급,28,13,69647,6,12.0
20대,부산,"화물,기계,가공",11~12년,전업,R7,58.5,A등급,21,11,79540,6,12.0
20대,경북,"도매,금속,자동차",11~12년,전업,R7,58.5,A등급,23,11,71711,6,12.0
50대,경남,"기계,육류,건물",19년 이상,전업,R6,58.5,A등급,54,21,29254,6,12.0
20대,전남,"전기,금속,자동차",7~8년,전업,R7,58.5,A등급,21,7,93585,6,12.0
50대,전남,"전기,자동차,서비스업",3~4년,전업,R6,58.5,A등급,57,3,40027,6,12.0
50대,전북,"전기,자동차,제품,개발",9~10년,전업,R6,58.5,A등급,55,9,13998,6,12.0
20대,광주,"전기,화물,건물",19년 이상,전업,R7,58.5,A등급,24,28,96574,6,12.0
50대,경북,"플라스틱,기계,소프트웨어",19년 이상,전업,R6,58.5,A등급,51,21,48662,6,12.0
50대,인천,"도매,금속,가공",5~6년,전업,R6,58.5,A등급,51,5,41163,6,12.0
50대,전체,"통신,서비스업,의료",19년 이상,전업,R2,58.5,A등급,54,20,91,20,12.0
20대,충남,"건물,가공",3~4년,전업,R7,58.5,A등급,25,3,86956,6,12.0
50대,인천,"자동차,화물,육류",5~6년,전업,R6,58.5,A등급,58,5,32028,6,12.0
20대,경남,"제품,개발,서비스업,건설업",9~10년,전업,R7,58.5,A등급,22,9,67820,6,12.0
50대,강원,"자동차,기타,건설업",19년 이상,전업,R6,58.5,A등급,58,26,10573,6,12.0
20대,광주,"플라스틱,육류",3~4년,전업,R7,58.5,A등급,23,3,94903,6,12.0
20대,부산,"금속,서비스업,화물",17~18년,전업,R7,58.5,A등급,20,17,67784,6,12.0
20대,충북,"기타,서비스업,기계",7~8년,전업,R7,58.5,A등급,23,7,79279,6,12.0
20대,경남,"도매,금속",9~10년,전업,R7,58.5,A등급,25,9,92727,6,12.0
50대,전남,"통신,플라스틱,제품,개발",13~14년,전업,R6,58.5,A등급,53,13,39224,6,12.0
50대,전남,"도매,제품,개발,건물",5~6년,전업,R6,58.5,A등급,56,5,25651,6,12.0
20대,광주,"전기,제조업,가공",3~4년,전업,R7,58.5,A등급,22,3,52162,6,12.0
50대,충남,"금속,건물",5~6년,전업,R6,58.5,A등급,52,5,41119,6,12.0
50대,충남,"전기,운송업,화물",17~18년,전업,R6,58.5,A등급,50,17,25846,6,12.0
20대,인천,"도매,제품,개발,육류",19년 이상,전업,R7,58.5,A등급,23,24,88027,6,12.0
20대,충남,"도매,운송업,가공",15~16년,전업,R7,58.5,A등급,24,15,88204,6,12.0
50대,경남,"운송업,자동차,기계",13~14년,전업,R6,58.5,A등급,55,13,37724,6,12.0
20대,광주,"전기,기타,제조업",9~10년,전업,R7,58.5,A등급,28,9,60327,6,12.0
50대,인천,"통신,육류,기계",11~12년,전업,R6,58.5,A등급,55,11,23475,6,12.0
50대,대구,"금속,서비스업,소프트웨어",17~18년,전업,R6,58.5,A등급,58,17,19952,6,12.0
20대,전북,"전기,건설업,건물",15~16년,전업,R7,58.5,A등급,20,15,57360,6,12.0
50대,대구,"통신,플라스틱,제조업",19년 이상,전업,R6,58.5,A등급,54,21,34102,6,12.0
20대,광주,"의료,플라스틱,가공",7~8년,전업,R7,58.5,A등급,26,7,59358,6,12.0
50대,경북,"건설업,육류",13~14년,전업,R6,58.5,A등급,57,13,36221,6,12.0
50대,강원,"제품,개발,건설업,가공",1~2년,전업,R6,58.5,A등급,58,1,16459,6,12.0
20대,전북,"자동차,소프트웨어",15~16년,전업,R7,58.5,A등급,27,15,85259,6,12.0
20대,전남,"금속,제조업,건물",11~12년,전업,R7,58.5,A등급,28,11,52296,6,12.0
50대,부산,"건물,가공",13~14년,전업,R6,58.5,A등급,57,13,36650,6,12.0
20대,광주,"플라스틱,기타,가공",13~14년,전업,R7,58.5,A등급,26,13,87423,6,12.0
50대,경북,"금속,서비스업,건설업",19년 이상,전업,R6,58.5,A등급,58,24,34536,6,12.0
50대,대전,"금속,제조업,건물",13~14년,전업,R6,58.5,A등급,51,13,35645,6,12.0
50대,경남,"도매,제조업,가공",13~14년,전업,R6,58.5,A등급,56,13,34705,6,12.0
20대,충남,"운송업,육류,소프트웨어",11~12년,전업,R7,58.5,A등급,21,11,86861,6,12.0
50대,대전,"통신,육류,기계",19년 이상,전업,R6,58.5,A등급,58,26,34986,6,12.0
20대,충남,"자동차,서비스업,소프트웨어",3~4년,전업,R7,58.5,A등급,22,3,66598,6,12.0
50대,울산,"금속,육류,건설업",1~2년,전업,R6,58.5,A등급,58,1,40304,6,12.0
50대,대구,"자동차,플라스틱,제품,개발",19년 이상,전업,R6,58.5,A등급,53,20,37262,6,12.0
50대,경북,"제품,개발,제조업",5~6년,전업,R6,58.5,A등급,57,5,21296,6,12.0
20대,전남,"도매,제품,개발,의료",9~10년,전업,R7,58.5,A등급,24,9,75346,6,12.0
50대,대구,"전기,플라스틱,육류",17~18년,전업,R6,58.5,A등급,54,17,23890,6,12.0
50대,전북,"건물,기계,소프트웨어",17~18년,전업,R6,58.5,A등급,53,17,46531,6,12.0
20대,대구,"전기,건물,소프트웨어",7~8년,전업,R7,58.5,A등급,20,7,58397,6,12.0
20대,부산,"금속,기타,육류",5~6년,전업,R7,58.5,A등급,26,5,63486,6,12.0
20대,부산,"소프트웨어,운송업,의료",13~14년,전업,R7,58.5,A등급,24,13,55043,6,12.0
20대,충남,"도매,기계,가공",13~14년,전업,R7,58.5,A등급,28,13,80749,6,12.0
50대,경남,"도매,자동차,건설업",17~18년,전업,R6,58.5,A등급,50,17,45967,6,12.0
50대,울산,"도매,제조업,서비스업",13~14년,전업,R6,58.5,A등급,58,13,11127,6,12.0
20대,부산,"도매,제품,개발,건물",7~8년,전업,R7,58.5,A등급,27,7,89783,6,12.0
20대,대전,"건물,자동차,기계",5~6년,전업,R7,58.5,A등급,21,5,81386,6,12.0
20대,충북,"운송업,통신,서비스업",13~14년,전업,R7,58.5,A등급,27,13,85806,6,12.0
20대,강원,"기타,제품,개발,소프트웨어",7~8년,전업,R7,58.5,A등급,27,7,87330,6,12.0
50대,대구,"통신,기타",11~12년,전업,R6,58.5,A등급,51,11,38611,6,12.0
50대,대전,"운송업,플라스틱,의료",7~8년,전업,R6,58.5,A등급,56,7,10015,6,12.0
50대,부산,"기계,소프트웨어",3~4년,전업,R6,58.5,A등급,55,3,22656,6,12.0
50대,전체,"금속,기타,기계",3~4년,전업,R2,58.5,A등급,56,3,63,20,12.0
50대,대전,"도매,가공,의료",7~8년,전업,R6,58.5,A등급,55,7,13828,6,12.0
50대,대전,"육류,화물,건설업",1~2년,전업,R6,58.5,A등급,55,1,48363,6,12.0
50대,전체,"화물,서비스업,소프트웨어",1~2년,전업,R2,58.5,A등급,54,1,80,20,12.0
20대,충남,"전기,금속,육류",15~16년,전업,R7,58.5,A등급,20,15,63759,6,12.0
50대,전북,"통신,육류,건설업",7~8년,전업,R6,58.5,A등급,56,7,46288,6,12.0
50대,전체,"소프트웨어,기계,의료",3~4년,전업,R2,58.5,A등급,54,3,85,20,12.0
20대,전남,"도매,금속,제조업",15~16년,전업,R7,58.5,A등급,21,15,76517,6,12.0
20대,경북,"통신,화물,건설업",19년 이상,전업,R7,58.5,A등급,27,26,59139,6,12.0
50대,충남,"자동차,제품,개발,제조업",15~16년,전업,R6,58.5,A등급,57,15,10653,6,12.0
20대,대구,"금속,기타,기계",3~4년,전업,R7,58.5,A등급,22,3,57345,6,12.0
50대,전남,"자동차,화물,육류",11~12년,전업,R6,58.5,A등급,58,11,28337,6,12.0
20대,경남,"운송업,제품,개발,화물",17~18년,전업,R7,58.5,A등급,25,17,71179,6,12.0
50대,대전,"플라스틱,육류,건설업",17~18년,전업,R6,58.5,A등급,55,17,47738,6,12.0
50대,울산,"제품,개발,건물",7~8년,전업,R6,58.5,A등급,50,7,25684,6,12.0
50대,경남,"자동차,기타,육류",5~6년,전업,R6,58.5,A등급,58,5,41952,6,12.0
20대,충남,"통신,의료",3~4년,전업,R7,58.5,A등급,25,3,65000,6,12.0
50대,인천,"통신,제조업,가공",7~8년,전업,R6,58.5,A등급,52,7,29933,6,12.0
20대,부산,"도매,운송업",9~10년,전업,R7,58.5,A등급,20,9,74990,6,12.0
50대,광주,"전기,운송업,건설업",3~4년,전업,R6,58.5,A등급,57,3,28474,6,12.0
50대,충남,"금속,자동차,통신",7~8년,전업,R6,58.5,A등급,55,7,44298,6,12.0
20대,강원,"제품,개발,건설업,소프트웨어",9~10년,전업,R7,58.5,A등급,22,9,56985,6,12.0
50대,충북,"화물,가공",17~18년,전업,R6,58.5,A등급,53,17,42430,6,12.0
20대,전북,"운송업,자동차,화물",7~8년,전업,R7,58.5,A등급,20,7,66582,6,12.0
50대,강원,"통신,제품,개발,가공",15~16년,전업,R6,58.5,A등급,50,15,38700,6,12.0
50대,충북,"통신,제품,개발,기계",15~16년,전업,R6,58.5,A등급,53,15,42886,6,12.0
50대,광주,플라스틱,5~6년,전업,R6,58.5,A등급,54,5,24382,6,12.0
50대,경남,"도매,제품,개발,육류",7~8년,전업,R6,58.5,A등급,56,7,41119,6,12.0
50대,대전,"금속,제품,개발,육류",15~16년,전업,R6,58.5,A등급,54,15,41673,6,12.0
50대,광주,"도매,건설업,의료",17~18년,전업,R6,58.5,A등급,50,17,31585,6,12.0
50대,서울,"제품,개발,기타,의료",9~10년,전업,R2,58.5,A등급,56,9,93,14,12.0
50대,대전,"자동차,금속,기타",9~10년,전업,R6,58.5,A등급,58,9,20589,6,12.0
50대,인천,"육류,가공",3~4년,전업,R6,58.5,A등급,54,3,31853,6,12.0
20대,충남,"자동차,제조업,의료",3~4년,전업,R7,58.5,A등급,20,3,90625,6,12.0
50대,인천,"운송업,통신,제품,개발",7~8년,전업,R6,58.5,A등급,58,7,20682,6,12.0
50대,광주,"금속,플라스틱,기계",19년 이상,전업,R6,58.5,A등급,55,28,10696,6,12.0
20대,인천,"금속,통신,건설업",15~16년,전업,R7,58.5,A등급,20,15,53050,6,12.0
50대,전남,"금속,화물",11~12년,전업,R6,58.5,A등급,57,11,39295,6,12.0
50대,강원,"도매,육류",9~10년,전업,R6,58.5,A등급,57,9,25899,6,12.0
20대,인천,"기계,건물",19년 이상,전업,R7,58.5,A등급,26,25,56071,6,12.0
20대,충남,"운송업,제품,개발,가공",1~2년,전업,R7,58.5,A등급,21,1,57653,6,12.0
20대,충북,"제품,개발,서비스업,육류",19년 이상,전업,R7,58.5,A등급,26,26,61716,6,12.0
50대,경북,"금속,기타,기계",15~16년,전업,R6,58.5,A등급,52,15,28907,6,12.0
20대,전북,"전기,통신,플라스틱",17~18년,전업,R7,58.5,A등급,21,17,98737,6,12.0
50대,대구,"운송업,통신,제조업",19년 이상,전업,R6,58.5,A등급,57,24,35860,6,12.0
50대,전북,"전기,기타,플라스틱",3~4년,전업,R6,58.5,A등급,56,3,12328,6,12.0
20대,전남,"가공,육류,소프트웨어",7~8년,전업,R7,58.5,A등급,23,7,60881,6,12.0
20대,대전,"통신,서비스업,육류",11~12년,전업,R7,58.5,A등급,24,11,71466,6,12.0
50대,충남,"제조업,가공",7~8년,전업,R6,58.5,A등급,53,7,47282,6,12.0
50대,광주,"운송업,화물,소프트웨어",3~4년,전업,R6,58.5,A등급,58,3,37451,6,12.0
50대,경북,"운송업,자동차,제품,개발",17~18년,전업,R6,58.5,A등급,50,17,36689,6,12.0
50대,울산,"통신,플라스틱,의료",3~4년,전업,R6,58.5,A등급,58,3,43205,6,12.0
20대,대전,"운송업,서비스업,소프트웨어",11~12년,전업,R7,58.5,A등급,26,11,76661,6,12.0
50대,충북,"기계,기타,건설업",17~18년,전업,R6,58.5,A등급,51,17,12419,6,12.0
50대,부산,"건물,육류,가공",11~12년,전업,R6,58.5,A등급,57,11,14402,6,12.0
50대,대구,"통신,가공,소프트웨어",3~4년,전업,R6,58.5,A등급,52,3,21515,6,12.0
20대,대구,"플라스틱,화물,기계",1~2년,전업,R7,58.5,A등급,21,1,72957,6,12.0
50대,대구,"도매,금속,기타",13~14년,전업,R6,58.5,A등급,55,13,13854,6,12.0
50대,대전,"도매,제품,개발,화물",3~4년,전업,R6,58.5,A등급,50,3,40563,6,12.0
50대,충남,"금속,건물,가공",1~2년,전업,R6,58.5,A등급,52,1,47393,6,12.0
20대,대구,"플라스틱,기타,육류",13~14년,전업,R7,58.5,A등급,26,13,82583,6,12.0
20대,광주,"통신,금속,가공",19년 이상,전업,R7,58.5,A등급,24,21,69318,6,12.0
50대,광주,"운송업,기타,플라스틱",19년 이상,전업,R6,58.5,A등급,54,21,12161,6,12.0
20대,경북,"기타,서비스업",9~10년,전업,R7,58.5,A등급,24,9,95440,6,12.0
20대,대구,"금속,제조업,육류",7~8년,전업,R7,58.5,A등급,27,7,76862,6,12.0
20대,충남,"운송업,기타",19년 이상,전업,R7,58.5,A등급,22,29,67472,6,12.0
50대,부산,"육류,소프트웨어",19년 이상,전업,R6,58.5,A등급,54,27,45226,6,12.0
20대,전북,"건설업,제조업,기계",13~14년,전업,R7,58.5,A등급,25,13,65635,6,12.0
20대,인천,"서비스업,건물,소프트웨어",11~12년,전업,R7,58.5,A등급,22,11,85351,6,12.0
20대,광주,"전기,화물,도매",1~2년,전업,R7,58.5,A등급,22,1,63797,6,12.0
20대,경기,"통신,제조업,기계",17~18년,부업,R6,57.5,A등급,26,17,13608,14,6.0
50대,전체,"도매,금속,플라스틱",19년 이상,부업,R4-1,57.5,A등급,50,24,777,20,6.0
50대,경기,"운송업,금속,자동차",3~4년,전업,R4-1,57.5,A등급,50,3,979,14,12.0
50대,전체,"전기,제품,개발,건설업",13~14년,부업,R4-1,57.5,A등급,52,13,649,20,6.0
50대,경기,"제조업,서비스업,건물",3~4년,부업,R5,57.5,A등급,50,3,5189,14,6.0
20대,경기,"통신,기타,기계",5~6년,부업,R6,57.5,A등급,25,5,37301,14,6.0
50대,경기,"도매,플라스틱,화물",3~4년,전업,R4-1,57.5,A등급,58,3,553,14,12.0
20대,전체,"기타,제품,개발,의료",17~18년,부업,R4-2,57.5,A등급,21,17,4421,20,6.0
20대,서울,"전기,제조업,건물",15~16년,부업,R4-2,57.5,A등급,24,15,3719,14,6.0
20대,서울,"기타,제조업,육류",17~18년,전업,R3,57.5,A등급,23,17,107,14,12.0
50대,경기,"도매,운송업,육류",15~16년,부업,R5,57.5,A등급,55,15,6186,14,6.0
20대,서울,"플라스틱,화물,가공",5~6년,전업,R3,57.5,A등급,24,5,365,14,12.0
20대,서울,"자동차,육류,가공",13~14년,부업,R4-2,57.5,A등급,24,13,1753,14,6.0
50대,경기,"운송업,자동차,의료",19년 이상,부업,R5,57.5,A등급,51,22,8515,14,6.0
20대,서울,"제품,개발,가공,의료",9~10년,전업,R3,57.5,A등급,22,9,294,14,12.0
50대,경기,"도매,자동차,육류",9~10년,전업,R4-1,57.5,A등급,51,9,693,14,12.0
20대,경기,"기계,건설업,소프트웨어",1~2년,전업,R4-2,57.5,A등급,20,1,3421,14,12.0
50대,경기,"통신,육류,의료",3~4년,전업,R4-1,57.5,A등급,51,3,860,14,12.0
50대,경기,"전기,운송업,기타",7~8년,전업,R4-1,57.5,A등급,54,7,664,14,12.0
20대,경기,"제품,개발,기타,기계",7~8년,전업,R4-2,57.5,A등급,23,7,1546,14,12.0
20대,경기,"전기,금속,소프트웨어",13~14년,전업,R4-2,57.5,A등급,27,13,3946,14,12.0
20대,전체,"기타,건물,의료",17~18년,전업,R3,57.5,A등급,25,17,486,20,12.0
50대,서울,"도매,기계,의료",15~16년,부업,R4-1,57.5,A등급,53,15,501,14,6.0
50대,전체,"서비스업,건물",1~2년,부업,R4-1,57.5,A등급,50,1,506,20,6.0
20대,전체,"도매,기타,화물",9~10년,부업,R4-2,57.5,A등급,27,9,2818,20,6.0
20대,경기,"전기,기계,소프트웨어",13~14년,부업,R6,57.5,A등급,20,13,26112,14,6.0
20대,전체,"도매,자동차,기타",3~4년,부업,R4-2,57.5,A등급,28,3,3557,20,6.0
20대,전체,"자동차,통신,제조업",3~4년,전업,R3,57.5,A등급,27,3,288,20,12.0
20대,경기,"전기,플라스틱,화물",17~18년,부업,R6,57.5,A등급,24,17,41588,14,6.0
20대,경기,"화물,육류,소프트웨어",17~18년,전업,R4-2,57.5,A등급,25,17,3461,14,12.0
20대,서울,"통신,건설업,소프트웨어",3~4년,부업,R4-2,57.5,A등급,21,3,3714,14,6.0
20대,서울,"의료,통신,가공",17~18년,부업,R4-2,57.5,A등급,26,17,4356,14,6.0
20대,전체,"건물,육류,건설업",17~18년,부업,R4-2,57.5,A등급,23,17,2371,20,6.0
20대,전체,"기타,플라스틱,가공",19년 이상,부업,R4-2,57.5,A등급,24,28,2976,20,6.0
20대,경기,"전기,통신,플라스틱",9~10년,전업,R4-2,57.5,A등급,25,9,2046,14,12.0
20대,서울,"자동차,육류",11~12년,부업,R4-2,57.5,A등급,28,11,3300,14,6.0
20대,전체,"도매,금속,서비스업",15~16년,전업,R3,57.5,A등급,21,15,480,20,12.0
50대,경기,"자동차,기타,건설업",11~12년,부업,R5,57.5,A등급,55,11,7121,14,6.0
50대,경기,"금속,플라스틱,제조업",13~14년,부업,R5,57.5,A등급,52,13,5030,14,6.0
50대,전체,"도매,서비스업,건설업",11~12년,부업,R4-1,57.5,A등급,58,11,808,20,6.0
50대,서울,"의료,서비스업,가공",9~10년,부업,R4-1,57.5,A등급,51,9,922,14,6.0
20대,경기,"통신,자동차,화물",9~10년,전업,R4-2,57.5,A등급,24,9,3280,14,12.0
50대,서울,"플라스틱,화물,건물",9~10년,부업,R4-1,57.5,A등급,50,9,531,14,6.0
20대,서울,"금속,건설업,의료",3~4년,부업,R4-2,57.5,A등급,26,3,4901,14,6.0
20대,경기,"도매,플라스틱,서비스업",17~18년,부업,R6,57.5,A등급,22,17,33089,14,6.0
50대,서울,"자동차,기타,기계",19년 이상,부업,R4-1,57.5,A등급,58,24,555,14,6.0
50대,서울,"소프트웨어,자동차,의료",7~8년,부업,R4-1,57.5,A등급,50,7,718,14,6.0
50대,서울,"기타,기계",1~2년,부업,R4-1,57.5,A등급,54,1,886,14,6.0
20대,경기,"전기,화물",19년 이상,부업,R6,57.5,A등급,26,25,20937,14,6.0
20대,경기,"도매,운송업,제조업",17~18년,부업,R6,57.5,A등급,22,17,45702,14,6.0
20대,전체,"전기,금속,건물",1~2년,부업,R4-2,57.5,A등급,24,1,3761,20,6.0
20대,전체,"통신,기계,소프트웨어",19년 이상,부업,R4-2,57.5,A등급,26,23,2037,20,6.0
50대,경기,"제품,개발,제조업,화물",13~14년,전업,R4-1,57.5,A등급,53,13,939,14,12.0
20대,전체,"제품,개발,제조업,가공",17~18년,전업,R3,57.5,A등급,23,17,131,20,12.0
50대,경기,"통신,금속,육류",9~10년,부업,R5,57.5,A등급,56,9,5535,14,6.0
20대,전체,"운송업,기계,의료",7~8년,전업,R3,57.5,A등급,28,7,454,20,12.0
50대,경기,"전기,통신,건설업",3~4년,전업,R4-1,57.5,A등급,51,3,916,14,12.0
20대,서울,"금속,기타",1~2년,전업,R3,57.5,A등급,26,1,233,14,12.0
20대,전체,"제품,개발,서비스업,가공",1~2년,부업,R4-2,57.5,A등급,22,1,2840,20,6.0
20대,경기,"도매,기타,의료",9~10년,전업,R4-2,57.5,A등급,26,9,2185,14,12.0
20대,서울,"운송업,기타,기계",9~10년,부업,R4-2,57.5,A등급,23,9,4445,14,6.0
20대,서울,"도매,플라스틱",11~12년,전업,R3,57.5,A등급,20,11,282,14,12.0
50대,경기,"기타,서비스업,소프트웨어",7~8년,부업,R5,57.5,A등급,53,7,6978,14,6.0
20대,경기,"전기,플라스틱,화물",3~4년,부업,R6,57.5,A등급,26,3,32224,14,6.0
50대,경기,"자동차,건설업,육류",19년 이상,전업,R4-1,57.5,A등급,58,26,962,14,12.0
50대,경기,"금속,화물,가공",13~14년,부업,R5,57.5,A등급,52,13,5080,14,6.0
50대,경기,"도매,자동차,플라스틱",11~12년,전업,R4-1,57.5,A등급,58,11,875,14,12.0
50대,전체,"금속,제조업,소프트웨어",7~8년,부업,R4-1,57.5,A등급,52,7,931,20,6.0
20대,경기,"전기,플라스틱,건물",9~10년,부업,R6,57.5,A등급,23,9,40677,14,6.0
20대,서울,"플라스틱,기타",9~10년,부업,R4-2,57.5,A등급,26,9,1550,14,6.0
20대,전체,"통신,건설업",9~10년,부업,R4-2,57.5,A등급,28,9,2249,20,6.0
50대,경기,"통신,금속,화물",9~10년,부업,R5,57.5,A등급,56,9,6189,14,6.0
20대,서울,"전기,플라스틱",13~14년,전업,R3,57.5,A등급,26,13,178,14,12.0
20대,전체,"기타,서비스업,플라스틱",9~10년,전업,R3,57.5,A등급,28,9,341,20,12.0
50대,경기,"운송업,건설업",11~12년,전업,R4-1,57.5,A등급,51,11,944,14,12.0
50대,전체,"건물,기계,소프트웨어",15~16년,부업,R4-1,57.5,A등급,53,15,612,20,6.0
60대,광주,"제조업,서비스업,육류",1~2년,전업,R7,57.0,A등급,61,1,56773,6,12.0
60대,전북,"전기,화물,가공",7~8년,전업,R7,57.0,A등급,60,7,70524,6,12.0
40대,충북,"건물,플라스틱,기계",1~2년,부업,R7,57.0,A등급,46,1,97477,6,6.0
60대,강원,"도매,제조업",7~8년,전업,R7,57.0,A등급,60,7,62509,6,12.0
60대,강원,"전기,제조업,육류",19년 이상,전업,R7,57.0,A등급,61,21,56012,6,12.0
30대,충남,"운송업,소프트웨어",9~10년,전업,R6,57.0,A등급,33,9,45648,6,12.0
40대,전북,"전기,플라스틱",3~4년,부업,R7,57.0,A등급,41,3,56231,6,6.0
40대,충남,"통신,금속,화물",1~2년,전업,R5,57.0,A등급,48,1,5121,6,12.0
60대,경북,"건물,건설업,소프트웨어",3~4년,전업,R7,57.0,A등급,60,3,85235,6,12.0
40대,경북,"운송업,플라스틱,건설업",7~8년,전업,R5,57.0,A등급,41,7,6803,6,12.0
40대,강원,"화물,건설업,가공",15~16년,전업,R5,57.0,A등급,42,15,6413,6,12.0
40대,대구,"자동차,제조업,건설업",7~8년,전업,R5,57.0,A등급,42,7,8028,6,12.0
40대,인천,"건물,의료",19년 이상,부업,R7,57.0,A등급,48,22,73005,6,6.0
30대,경북,"통신,자동차,가공",11~12년,전업,R6,57.0,A등급,38,11,43195,6,12.0
40대,강원,"전기,운송업,건설업",11~12년,전업,R5,57.0,A등급,47,11,6280,6,12.0
60대,인천,"통신,제조업,가공",19년 이상,전업,R7,57.0,A등급,68,28,82209,6,12.0
